proposal_1_id,proposal_2_id,proposal_1_title,proposal_2_title,proposal_1_who,proposal_2_who,tfidf_similarity,embedding_similarity,keyword_overlap_count,keyword_jaccard,topic_similarity
ai_generate_ideas_no_role_llama_05,ai_generate_ideas_no_role_llama_10,Machine Learning for Predicting Protein Function from Sequence and Structure,Community-Scale Identification of Non-Coding RNAs in Human Diseases,ai,ai,0.16823406027128215,0.7319537827254181,2,0.05263157894736842,0.025838443022539515
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_01,Machine Learning for Predicting Protein Function from Sequence and Structure,Multimodal Data Integration for Predicting Cellular States,ai,ai,0.32081949813039534,0.8086217647940295,5,0.14285714285714285,0.9999983141020009
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_02,Machine Learning for Predicting Protein Function from Sequence and Structure,Network-Based Approaches to Understanding Plant-Microbe Interactions,ai,ai,0.18688249983107497,0.6899034508095094,5,0.14285714285714285,0.028194039799597812
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_03,Machine Learning for Predicting Protein Function from Sequence and Structure,Synthetic Biology for Designing Bioactive Compounds,ai,ai,0.18826250806250613,0.7237626615380011,1,0.02564102564102564,0.026209007075433277
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_08,Machine Learning for Predicting Protein Function from Sequence and Structure,Integrative Analysis of Metabolic and Regulatory Networks,ai,ai,0.172597653549921,0.7421764576865223,3,0.08108108108108109,0.026260599990640475
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_09,Machine Learning for Predicting Protein Function from Sequence and Structure,Data-Driven Insights into the Biology of Rare Diseases,ai,ai,0.25612931764940944,0.7344088102491904,4,0.1111111111111111,0.02666971338046225
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_01_2,Machine Learning for Predicting Protein Function from Sequence and Structure,"Multimodal Analysis of Cellular Landscapes: Integrating Imaging, Sequencing, and Physical Measurements",ai,ai,0.2811074807082822,0.7894952247660834,3,0.08108108108108109,0.02543844594546447
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_04_2,Machine Learning for Predicting Protein Function from Sequence and Structure,Synthetic Biology for Biological Timekeeping: Design and Construction of Novel Biological Clocks,ai,ai,0.10806965933963848,0.6854003195263392,2,0.05263157894736842,0.02791513598974605
ai_generate_ideas_no_role_llama_05,ai_generate_diverse_ideas_llama_08_2,Machine Learning for Predicting Protein Function from Sequence and Structure,Computational Analysis of Topological Features in Biological Networks,ai,ai,0.16449701451298274,0.7309089305453262,2,0.05263157894736842,0.028394159544901307
ai_generate_ideas_no_role_llama_10,ai_generate_ideas_no_role_llama_05,Community-Scale Identification of Non-Coding RNAs in Human Diseases,Machine Learning for Predicting Protein Function from Sequence and Structure,ai,ai,0.16823406027128238,0.7319537827254181,2,0.05263157894736842,0.025838443022539515
ai_generate_ideas_no_role_llama_10,ai_generate_diverse_ideas_llama_01,Community-Scale Identification of Non-Coding RNAs in Human Diseases,Multimodal Data Integration for Predicting Cellular States,ai,ai,0.23601206655952617,0.7251409357434888,2,0.05263157894736842,0.0246862148036555
ai_generate_ideas_no_role_llama_10,ai_generate_diverse_ideas_llama_02,Community-Scale Identification of Non-Coding RNAs in Human Diseases,Network-Based Approaches to Understanding Plant-Microbe Interactions,ai,ai,0.11741993292753429,0.659782035105068,3,0.08108108108108109,0.02649947977114093
