proposal_1_id,proposal_2_id,proposal_1_title,proposal_2_title,proposal_1_who,proposal_2_who,tfidf_similarity,embedding_similarity,keyword_overlap_count,keyword_jaccard,topic_similarity
human_1,human_2,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Elucidating genome structure-function relationships in human brain cells,human,human,0.145879521628457,0.6388265875985066,2,0.05263157894736842,0.031336710618357896
human_1,human_3,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human,human,0.11668549028051538,0.6015956549637217,2,0.05263157894736842,0.02923960709573867
human_1,human_4,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Synthesizing gene expression data to create an atlas of bacterial cell states,human,human,0.1337378813218142,0.6632408310874721,4,0.1111111111111111,0.030382173777213126
human_1,human_5,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Energetic Origins of Connectivity within Protein Interaction Networks,human,human,0.11870991225602698,0.6659595904265377,2,0.05263157894736842,0.029313408105048122
human_1,human_6,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Elucidating emergent structures in cellular RNA-protein interaction networks,human,human,0.1420223740828203,0.7095458562948231,4,0.1111111111111111,0.02941368018684143
human_1,human_7,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Oceans of Disorder: Elucidating the Role of Disordered Proteins in Cellular Adaptation,human,human,0.0778857510635692,0.6914009216736292,1,0.02564102564102564,0.029922439788960805
human_1,human_8,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Multimodel single-cell frameworks for cell lines with extensive multi-omics data,human,human,0.0,,0,0.0,
human_1,human_9,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,From image data and biophysical simulations to principles of mesoscale organization through integrated transfer learning,human,human,0.14843266040433917,0.677384721149423,3,0.08108108108108109,0.028053258648179914
human_1,human_10,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Transposable elements and the emergence of genomic innovation,human,human,0.13832861342183156,0.66171439804583,4,0.1111111111111111,0.027684154455990505
human_1,human_11,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Searching the crosslinking mass spectrometry universe for new protein-protein interactions,human,human,0.11204702080351767,0.6415345193039144,2,0.05263157894736842,0.9999993446947568
human_1,human_12,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry-based proteomics data,human,human,0.08149416810946643,0.618518535884834,2,0.05263157894736842,0.031238111274311826
human_2,human_1,Elucidating genome structure-function relationships in human brain cells,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,human,human,0.14587952162845697,0.6388265875985066,2,0.05263157894736842,0.031336710618357896
human_2,human_3,Elucidating genome structure-function relationships in human brain cells,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human,human,0.1453158138894459,0.7000810962157159,3,0.08108108108108109,0.030113437500529597
human_2,human_4,Elucidating genome structure-function relationships in human brain cells,Synthesizing gene expression data to create an atlas of bacterial cell states,human,human,0.3282233809714461,0.7494770728551263,5,0.14285714285714285,0.029713886153671168
human_2,human_5,Elucidating genome structure-function relationships in human brain cells,Energetic Origins of Connectivity within Protein Interaction Networks,human,human,0.09199178303119339,0.690400888836873,1,0.02564102564102564,0.029767225710969115
human_2,human_6,Elucidating genome structure-function relationships in human brain cells,Elucidating emergent structures in cellular RNA-protein interaction networks,human,human,0.13177860628546822,0.7720605000350189,2,0.05263157894736842,0.03015279248471421
human_2,human_7,Elucidating genome structure-function relationships in human brain cells,Oceans of Disorder: Elucidating the Role of Disordered Proteins in Cellular Adaptation,human,human,0.09890287661617424,0.7191721642612471,1,0.02564102564102564,0.03056645903973155
human_2,human_8,Elucidating genome structure-function relationships in human brain cells,Multimodel single-cell frameworks for cell lines with extensive multi-omics data,human,human,0.0,,0,0.0,
human_2,human_9,Elucidating genome structure-function relationships in human brain cells,From image data and biophysical simulations to principles of mesoscale organization through integrated transfer learning,human,human,0.25323374217551764,0.8051161480791723,2,0.05263157894736842,0.02723107629786805
human_2,human_10,Elucidating genome structure-function relationships in human brain cells,Transposable elements and the emergence of genomic innovation,human,human,0.20656945866741833,0.7421793488411343,1,0.02564102564102564,0.027359237468247512
human_2,human_11,Elucidating genome structure-function relationships in human brain cells,Searching the crosslinking mass spectrometry universe for new protein-protein interactions,human,human,0.11502851289803198,0.7059490533785717,1,0.02564102564102564,0.029716646209545526
human_2,human_12,Elucidating genome structure-function relationships in human brain cells,Intelligent metadata compilation to enhance the reusability and discoverability of mass spectrometry-based proteomics data,human,human,0.1044580626803661,0.7094481450107728,1,0.02564102564102564,0.031516639465404395
