year,proposal_id,proposal_title,comparison_type,criterion,tfidf_similarity,embedding_similarity,keyword_overlap_count,keyword_jaccard,topic_similarity,sentiment_alignment,sentiment_agreement,polarity_1,polarity_2,sentiment_label_1,sentiment_label_2,polarity_correlation,reviewer_1_id,reviewer_2_id
y1,1.0,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,human-human,Feasibility,0.07337896750904452,0.7135164884522005,2,0.05263157894736842,0.05151698009595396,0.9514583333333333,agree,0.25333333333333335,0.15625000000000003,positive,positive,same_direction,1.0,2.0
y1,1.0,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,human-human,Feasibility,0.11266923318543522,0.8037972194140212,3,0.08333333333333333,0.08259604179892577,0.9233333333333333,partial,0.25333333333333335,0.1,positive,neutral,same_direction,1.0,3.0
y1,1.0,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,human-human,Feasibility,0.07970662396756811,0.7699011348491867,3,0.1,0.09182668972999317,0.8733333333333333,partial,0.25333333333333335,0.0,positive,neutral,neutral,1.0,4.0
y1,1.0,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,human-human,Feasibility,0.08232088493555516,0.6764991411892093,3,0.08333333333333333,0.9984110904856262,0.971875,partial,0.15625000000000003,0.1,positive,neutral,same_direction,2.0,3.0
y1,1.0,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,human-human,Feasibility,0.0914159277711256,0.6942947751452282,4,0.13793103448275862,0.07167267173284873,0.921875,partial,0.15625000000000003,0.0,positive,neutral,neutral,2.0,4.0
y1,1.0,CYTOKINETIC BOTTLENECKS OF HEAT WAVES,human-human,Feasibility,0.06883138765761733,0.7649233570159567,2,0.06666666666666667,0.10334990143288893,0.95,agree,0.1,0.0,neutral,neutral,neutral,3.0,4.0
y1,2.0,Elucidating genome structure-function relationships in human brain cells,human-human,Feasibility,0.023411306481152874,0.6790815671412798,1,0.03333333333333333,0.09372030329842077,0.9670634920634921,agree,0.26587301587301587,0.2,positive,positive,same_direction,1.0,2.0
y1,2.0,Elucidating genome structure-function relationships in human brain cells,human-human,Feasibility,0.012228799151851774,0.7300300272715148,0,0.0,0.06572389241977973,0.9253968253968254,agree,0.26587301587301587,0.11666666666666665,positive,positive,same_direction,1.0,3.0
y1,2.0,Elucidating genome structure-function relationships in human brain cells,human-human,Feasibility,0.05189860784963885,0.7732226428128893,0,0.0,0.09324877469171443,0.9583333333333334,agree,0.2,0.11666666666666665,positive,positive,same_direction,2.0,3.0
y1,3.0,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human-human,Feasibility,0.08710980737056914,0.690769921910325,1,0.03225806451612903,0.08158743511654633,0.9523809523809523,agree,0.004761904761904745,0.1,neutral,neutral,same_direction,1.0,2.0
y1,3.0,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human-human,Feasibility,0.1356901854478019,0.8602506229927461,3,0.08108108108108109,0.06360585900314014,0.919047619047619,partial,0.004761904761904745,0.16666666666666666,neutral,positive,same_direction,1.0,3.0
y1,3.0,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human-human,Feasibility,0.061375287400084626,0.7051053380551302,2,0.08,0.9954551045147333,0.9976190476190476,agree,0.004761904761904745,0.0,neutral,neutral,neutral,1.0,4.0
y1,3.0,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human-human,Feasibility,0.05110417619271202,0.7436396628485338,1,0.03225806451612903,0.10138019373783151,0.9666666666666667,partial,0.1,0.16666666666666666,neutral,positive,same_direction,2.0,3.0
y1,3.0,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human-human,Feasibility,0.0,0.678935028738707,0,0.0,0.13637005838681204,0.95,agree,0.1,0.0,neutral,neutral,neutral,2.0,4.0
y1,3.0,MaiTool - LLM-powered bioinformatics tools for microbiome analysis,human-human,Feasibility,0.037172750116588854,0.7412880331513687,1,0.038461538461538464,0.1160981819665526,0.9166666666666666,partial,0.16666666666666666,0.0,positive,neutral,neutral,3.0,4.0
y1,4.0,Synthesizing gene expression data to create an atlas of bacterial cell states,human-human,Feasibility,0.017616867127160523,0.6936238288723346,0,0.0,0.05529837567462988,0.8695833333333334,disagree,0.16,-0.10083333333333333,positive,negative,opposite_direction,1.0,2.0
y1,4.0,Synthesizing gene expression data to create an atlas of bacterial cell states,human-human,Feasibility,0.01648207959966286,0.6743767067649739,0,0.0,0.05495788641996878,0.9319047619047619,partial,0.16,0.023809523809523808,positive,neutral,same_direction,1.0,3.0
y1,4.0,Synthesizing gene expression data to create an atlas of bacterial cell states,human-human,Feasibility,0.04618570349896128,0.7422149862544125,0,0.0,0.05354042797357013,0.9692857142857143,agree,0.16,0.22142857142857145,positive,positive,same_direction,1.0,4.0
y1,4.0,Synthesizing gene expression data to create an atlas of bacterial cell states,human-human,Feasibility,0.062413818076350824,0.7957817860695318,1,0.02564102564102564,0.05061851688216916,0.9376785714285715,partial,-0.10083333333333333,0.023809523809523808,negative,neutral,opposite_direction,2.0,3.0
y1,4.0,Synthesizing gene expression data to create an atlas of bacterial cell states,human-human,Feasibility,0.049704586392545984,0.8225978933969427,2,0.05263157894736842,0.04962601373657325,0.8388690476190477,disagree,-0.10083333333333333,0.22142857142857145,negative,positive,opposite_direction,2.0,4.0
y1,4.0,Synthesizing gene expression data to create an atlas of bacterial cell states,human-human,Feasibility,0.14023009365990005,0.9000537632290061,4,0.1111111111111111,0.048596909363276035,0.9011904761904762,partial,0.023809523809523808,0.22142857142857145,neutral,positive,same_direction,3.0,4.0
y1,5.0,Energetic Origins of Connectivity within Protein Interaction Networks,human-human,Feasibility,0.007780679161884367,0.7145963236313925,0,0.0,0.05558576925517178,0.9703869047619047,partial,0.13214285714285715,0.07291666666666666,positive,neutral,same_direction,1.0,2.0
y1,5.0,Energetic Origins of Connectivity within Protein Interaction Networks,human-human,Feasibility,0.0,0.730266698810712,0,0.0,0.06105228855519914,0.9351190476190476,partial,0.13214285714285715,0.0023809523809523803,positive,neutral,same_direction,1.0,3.0
y1,5.0,Energetic Origins of Connectivity within Protein Interaction Networks,human-human,Feasibility,0.0,0.6986096537023024,0,0.0,0.07663979901197573,0.9589285714285715,partial,0.13214285714285715,0.04999999999999999,positive,neutral,same_direction,1.0,4.0
y1,5.0,Energetic Origins of Connectivity within Protein Interaction Networks,human-human,Feasibility,0.03268306130966662,0.769968285363322,2,0.05263157894736842,0.04192197294879989,0.9647321428571428,agree,0.07291666666666666,0.0023809523809523803,neutral,neutral,same_direction,2.0,3.0
y1,5.0,Energetic Origins of Connectivity within Protein Interaction Networks,human-human,Feasibility,0.016218855520269863,0.6014003373849316,1,0.02564102564102564,0.056852763823290804,0.9885416666666667,agree,0.07291666666666666,0.04999999999999999,neutral,neutral,same_direction,2.0,4.0
y1,5.0,Energetic Origins of Connectivity within Protein Interaction Networks,human-human,Feasibility,0.02165843090758522,0.6278289940011668,1,0.02564102564102564,0.062569557854631,0.9761904761904762,agree,0.0023809523809523803,0.04999999999999999,neutral,neutral,same_direction,3.0,4.0
y1,6.0,Elucidating emergent structures in cellular RNA-protein interaction networks,human-human,Feasibility,0.020657754435428406,0.7492862024065943,1,0.02564102564102564,0.08126370474578407,0.825,partial,0.25,-0.1,positive,neutral,opposite_direction,1.0,2.0
y1,6.0,Elucidating emergent structures in cellular RNA-protein interaction networks,human-human,Feasibility,0.04542989635247225,0.7758733724934335,0,0.0,0.9998175374483536,0.9833333333333334,agree,0.25,0.2833333333333333,positive,positive,same_direction,1.0,3.0
y1,6.0,Elucidating emergent structures in cellular RNA-protein interaction networks,human-human,Feasibility,0.013369660462766582,0.7542982331356878,0,0.0,0.0677593866152187,0.95,agree,0.25,0.15000000000000002,positive,positive,same_direction,1.0,4.0
